seller_id,seller_city,seller_state,orders,revenue,avg_delivery_days,on_time_rate
08cdbae123ff67ca4e36d9d641ce0119,uba,MG,4,3098.99,29.35,33.33
08d0949a9a17c027262db1f3c450c26c,cascavel,PR,12,324.8,14.33,100.0
08d1c9478fb0d7d7fcac9c0da4e82fc7,belo horizonte,MG,1,538.0,10.39,100.0
08d2d642cf72b622b14dde1d2f5eb2f5,marilia,SP,16,909.0,14.93,85.0
08f5819815f3d06545011850bd70f0a8,santos,SP,3,452.0,8.47,100.0
091065b789659bc3cd9af9cb3a6253ff,canoas,RS,2,1359.0,11.26,100.0
0936e1837d0c79253456bbb2ffaaef10,sao paulo,SP,1,38.9,18.37,100.0
093805f8f2aeb63881444571e1f48f30,osasco,SP,22,1215.79,8.17,96.3
094ced053e257ae8cae57205592d6712,ribeirao preto,SP,19,1519.2,12.16,100.0
0951a6e282947e09cd47969f4ed0b47f,taboao da serra,SP,7,492.3,4.72,100.0
09883d9ab71c8fe8a9bfc7fc3075b07e,sao paulo,SP,4,269.6,14.44,75.0
099095b050cfe8eb1ddff5317587e96e,sao paulo,SP,16,5003.84,10.41,84.21
09bad886111255c5b5030314fc7f1a4a,sao paulo,SP,5,487.5,6.47,100.0
09f952a5f58d2285b0372551ae8f9b01,sao bernardo do campo,SP,50,11821.5,13.15,94.64
0a198e95d32b1be2da9424c962a6ebfa,contagem,MG,1,69.99,16.05,100.0
0a82f5fb06a4fe4ac2cf7cb412ec71b8,sao paulo,SP,2,462.0,5.28,100.0
0a85ebe4e328db81ac9109781205e2f7,jundiai,SP,12,667.9,5.25,91.67
0aa2205ca24f113f4658a5c536667426,sao paulo,SP,4,815.62,6.86,100.0
0ac4201fda2c68ebc0e47cb9423cf3c9,sao paulo,SP,13,1676.88,12.48,92.86
0ad80de75c811326389cfb1daba7d45e,rio de janeiro,RJ,6,1449.3999999999999,9.0,100.0
0adac9fbd9a2b63cccaac4f8756c1ca8,louveira,SP,106,15557.6,12.78,94.78
0ade5cc4a305ed7093a23f68ca47519c,curitiba,PR,2,158.88,6.88,100.0
0aea4c6ae1505b3228ddf3dd7822ee5b,sorocaba,SP,8,1427.91,18.43,75.0
0af2ab31141893d26aca5a404a537dab,sao paulo,SP,1,59.0,5.81,100.0
0af977692321d895349eded183341d28,santos,SP,2,257.75,2.54,100.0
0afccdb8a34ee5c79f7c06faf2b4d56e,uberlandia,MG,24,1185.6,13.47,91.67
0b09101900100c0e9d312861fad5a1b9,sao paulo,SP,1,153.75,18.54,100.0
0b0ddbc7b9d9584f442c7ac92b0ff6c9,guarulhos,SP,3,1416.76,11.94,100.0
0b18d63d0cd1d723567903fd34a07df2,sp,SP,9,1678.1399999999999,6.88,100.0
0b1ca3ef18a63d7eb0c8897fa0849c08,sao roque,SP,1,55.0,6.71,100.0
0b35c634521043bf4b47e21547b99ab5,teixeira soares,PR,50,13235.65,17.42,88.31
0b36063d5818f81ccb94b54adfaebbf5,jaragua do sul,SC,1,765.0,14.54,100.0
0b3f27369a4d8df98f7eb91077e438ac,aruja,SP,2,146.51,7.16,100.0
0b46f784306be7200ca1700aa55d819f,belo horizonte,MG,1,19.9,3.24,100.0
0b64bcdb0784abc139af04077d49a20e,canoas,RS,4,137.6,8.5,100.0
0b90b6df587eb83608a64ea8b390cf07,maringa,PR,163,28492.76,14.4,96.65
0bae85eb84b9fb3bd773911e89288d54,itajai,SP,136,7433.5599999999995,10.27,99.31
0bb27263628258b8111a0262769fa9db,sao paulo,SP,1,22.2,41.68,100.0
0bb738e4d789e63e2267697c42d35a2d,sao roque,SP,29,2308.4,11.94,93.33
0be8ff43f22e456b4e0371b2245e4d01,sao paulo,SP,156,11336.0,10.34,93.71
0bebbb2cea103a4a020c95d43fd7d754,sao paulo,SP,9,1367.2,5.91,100.0
0bf0150d5b9d60d9cd2906003332f085,sao paulo,SP,39,5774.6,14.13,80.65
0bfd0b434243adc5c2e1aa6baf19c6aa,rio de janeiro,RJ,6,371.20000000000005,8.46,100.0
0c7533c71df861ec58ad7ff999ed0e8d,valinhos,SP,61,2989.2999999999997,10.6,95.89
0c7f30ae9b147eca07affbef92832a6a,ponta grossa,PR,5,479.5,8.54,100.0
0c8380b62e38e8a1e6adbeba7eb9688c,tres coracoes,MG,180,17228.99,12.58,94.95
0cab2da43793a6f3c5ed8514c5f54627,curitiba,PR,3,309.70000000000005,5.01,100.0
0cbcee27c791afa0cdcb08587a2013a8,tres coracoes,MG,37,5054.15,12.97,89.74
0d33a55da925bbf1ff02af5f6059fc7f,sao paulo,SP,22,547.3,8.8,95.83
0d4c8269e7f0401201794deef160edd6,ribeirao preto,SP,3,792.64,18.81,100.0
0d83f8e03188682112cc0d93523705cc,porto alegre,RS,4,696.26,25.22,50.0
0d85bbda9889ce1f7e63778d24f346eb,uberlandia,MG,51,4845.2,18.32,81.03
0daf5180aa44356f60f8effa533b55a2,goiania,GO,2,144.8,8.03,50.0
0db783cfcd3b73998abc6e10e59a102f,santos,SP,132,9077.4,11.66,96.35
0dd184061fb0eaa7ca37932c68ab91c5,guarulhos,SP,161,18446.92,11.25,90.16
0ddefe3c7a032b91f4e25b9c3a08fca1,sao bernardo do campo,SP,9,402.9,8.62,100.0
0df3984f9dfb3d49ac6366acbd3bbb85,betim,MG,86,9891.49,9.61,98.86
0dfbed20065e425d2eaefb101f9816c0,porto ferreira,SP,3,84.35,21.57,66.67
0e44d110fa6a54e121cb2c095a77762f,francisco morato,SP,6,223.32,12.0,83.33
0e72c1a751b496722a6cb1f10653b62a,sao paulo,SP,3,140.8,6.89,100.0
0e982cff76cc0579f632cea8a0e38c9d,itajai,SC,6,971.9,8.34,100.0
0ea22c1cfbdc755f86b9b54b39c16043,sete lagoas,MG,234,10592.1,11.02,98.49
0eaa7e33d73809f1f925f7d07c506cbd,santo andre,SP,15,1552.0,5.9,100.0
0ebd97a106433a45a4aebe57c1799778,contagem,MG,31,3046.8,9.26,100.0
0ec28cec4046a4a199b6de9b4c891d97,goiania,GO,3,296.6,8.86,100.0
0ed6ce5d87fd9c69eaacaeb778d67235,americana,SP,42,2026.52,16.0,85.71
0ee4fb99ac55ffbbc98795aa01b7f8fa,santana de parnaiba,SP,1,59.9,6.88,100.0
0ef83d7d83ed97cd2a0049ac8be5f88a,curitiba,PR,48,4421.01,9.62,98.18
0f0c984a4a955310903b6b6008660bad,franca,SP,4,369.81,14.24,75.0
0f519b0d2e5eb2227c93dd25038bfc01,ibitinga,SP,1,79.9,12.27,100.0
0f7eea709efdf942b5f95c7516dbacd7,pedrinhas paulista,SP,3,195.74,8.04,100.0
0f80a40c312b2472dca482cf50f5186f,lencois paulista,SP,1,129.9,5.32,100.0
0f94588695d71662beec8d883ffacf09,florianopolis,SC,1,9.0,14.89,100.0
0fe2d9733ed841eb064503920015a8c0,ourinhos,SP,3,389.64,8.67,100.0
0ff83046c3fa22efee8ecf291888b191,caxias do sul,RS,10,768.9000000000001,12.32,100.0
0ffa40d54288e4f3499b8780dd0f144f,presidente prudente,SP,33,2162.8,13.46,85.71
10076e5788b8ee532724bcd460baf762,batatais,SP,23,821.48,9.81,96.15
10089e9f2fd0c668a8fd4e52e1698888,sao jose do rio preto,SP,3,1139.9,7.63,100.0
101a3a003516bc11253298b2fad3cb65,rio claro,SP,5,450.0,6.88,100.0
1025f0e2d44d7041d6cf58b6550e0bfa,sao paulo,SP,910,138208.56,12.05,90.77
10264f60a8f0a4d2f30810f5c661c673,campinas,SP,4,284.6,4.13,100.0
1099a00e0ee3a50935e6c2447ca090c5,rio de janeiro,RJ,3,849.6999999999999,15.04,66.67
10cdd491d1dbea8fb4ead97b19c334ce,santa rita do sapucai,MG,3,208.9,7.09,100.0
10ff823eda2b032e2c93d17a7d294736,pederneiras,SP,8,1144.98,9.77,100.0
112453736dbe3889cfb74e1aaa0ba0c1,sao paulo,SP,7,1890.0,13.67,100.0
1127b7f2594683f2510f1c2c834a486b,campinas,SP,110,6669.7,10.25,93.75
11305281b50fff20ae8bb473f8e11876,uba,MG,35,6528.7,14.01,87.5
113e3a788b935f48aad63e1c41dac1bd,aparecida,SP,39,847.35,12.04,95.83
116ccb1a1604bc88e4d234a8c23f33de,sao bernardo do campo,SP,61,2004.89,8.78,94.52
11742f81550ac064cc9a40f67151d9ad,catanduva,SP,2,781.9,9.1,100.0
117cfc326c6d50da67ca858ff5c0c852,sao joao de meriti,RJ,5,454.6,6.07,100.0
11938fcc75f6902fea1d0a6f72b54a57,sao miguel d'oeste,SC,2,594.98,22.36,100.0
119c7f1a00ef43fad0e57604e76a747c,sao paulo,SP,2,189.8,5.98,100.0
119d1aef1b4144adba89163f6cd9f5d4,pedreira,SP,4,1094.0,4.48,100.0
11bfa66332777660bd0640ee84d47006,ribeirao preto,SP,76,3925.87,16.17,82.35
11d4c477d09821164bca4f70a2eae031,ribeirao preto,SP,3,83.04,6.71,100.0
11eac105f3f90a9b87b19c89d91e24f3,sao paulo,SP,5,802.89,9.12,100.0
11fb6f6d341adbe19e81733701704635,sao paulo,SP,3,1197.0,5.36,100.0
120476eb7a04c149d14772edaf5d9bf2,angra dos reis,RJ,4,2368.8,6.56,100.0
1284de4ae8aa26997e748c851557cf0e,laranjeiras do sul,SP,3,1459.97,19.27,100.0
128639473a139ac0f3e5f5ade55873a5,maringa,PR,527,11795.849999999999,14.41,93.68
128f9bfbe4c7d5185033914b1de3d39a,atibaia,SP,13,1267.39,12.83,93.33
12a8eb0f8d1cd3270695bf2a99f55966,sao paulo,SP,2,397.0,20.98,50.0
12b9676b00f60f3b700e83af21824c0e,montenegro,RS,133,26376.0,15.05,98.5
12c2ed9cded6138cf0c75f525f565fc7,praia grande,SP,4,314.96,13.44,50.0
13074f016982ff2bd6c58ced8682f000,bento goncalves,RS,13,1977.0,14.54,71.43
131fcb0a0c9a47bba4474aacff0f14b7,sao paulo,SP,4,369.8,4.3,100.0
1336efc61c316ddf92c899eb817f7cae,assis,SP,74,4837.31,11.71,90.59
134285d1f41da5c13a756ee8142c8a4e,sao paulo,SP,3,1572.6999999999998,8.56,100.0
134a288e7de827ec5ec62e3ec9c3a295,sao paulo,SP,9,877.45,9.45,100.0
134b867a0f7f8bbe6abf10f91874891e,valinhos,SP,1,789.89,12.93,100.0
13511db12ac61e2f89c53b72a944a60b,caxias do sul,RS,6,798.0,9.17,83.33
1352e06ae67b410cdae0b2a22361167b,rio de janeiro,RJ,2,178.0,34.31,0.0
1354d51653f645349064725ed204e85e,sao paulo,SP,18,2410.0,9.2,95.0
138dbe45fc62f1e244378131a6801526,sao paulo,SP,49,1125.56,6.21,96.55
139157dd4daa45c25b0807ffff348363,sao paulo,SP,1,29.9,1.21,100.0
13c2ed7698b3ca92dad49e849219da59,ponta grossa,PR,8,498.61,11.55,100.0
13d058e4eeac2ce8217660b2f8a05812,osasco,SP,22,3739.78,11.4,86.36
13d95f0f6f73943d4ceffad0fc2cd32c,goiania,GO,1,249.99,22.34,0.0
13dd308f81fea30cc670c656b2b46cc3,santa barbara d'oeste,SP,3,117.69999999999999,3.64,66.67
13e85aac53340018b40c2af68001b7e0,pedreira,SP,1,17.8,17.72,100.0
13f57c12a00ed4610db646b913a7f5c6,santos,SP,7,645.2,12.88,84.62
13fa2a6c6b9d0f43cb588d7c82117a12,sao paulo,SP,9,4528.0,20.52,70.0
141440cad9341e553f8401c574a2aa38,pitanga,PR,11,1288.2,6.88,100.0
1430239a858e7682bbc43b20758af153,sao paulo,SP,17,633.99,7.27,100.0
1444c08e64d55fb3c25f0f09c07ffcf2,lauro de freitas,BA,1,2749.0,10.39,100.0
1464afc72f696af775557a821c2e253f,nova friburgo,RJ,29,1059.36,11.26,96.67
14a08204d03bb6b6bde8029f801ae0eb,sao paulo,SP,28,2185.4,8.63,100.0
14d7985702e72162bbf13b6beb74ab2b,santo andre,SP,37,3887.0,11.15,86.84
14ee35374a7876217954b5fa08e50463,sao jose do rio preto,SP,6,809.0,17.17,83.33
14f2b3587172b9db894c9bad8dab520b,ipe,RS,2,244.0,14.03,100.0
152ee17e4c8aaf53dac99f3462e4999b,garuva,SC,6,308.96000000000004,10.74,100.0
154bdf805377afea75a3bd158e9eab10,ibitinga,SP,1,89.9,24.92,0.0
1554a68530182680ad5c8b042c3ab563,monte siao,MG,246,28979.64,14.08,92.88
157c3e4b42f81ac4a44e8b1ca2fe9876,sao paulo,SP,23,2548.5,10.38,93.55
1588ac4010787100dddef64568f0ae35,maringa,PR,3,599.97,19.87,100.0
15aac934c58d886785ac1b17953ea898,muqui,ES,25,4353.9,15.58,84.62
15b3b1b81484422eb41df68ac87f1f50,bauru,SP,1,43.35,14.63,100.0
15cd6eefe58588619aaed41dfa6621b1,ouro preto,MG,16,1622.74,14.41,94.44
15ead3a5037a918ddb520dfe39a3d2b9,conselheiro lafaiete,MG,6,254.5,18.75,71.43
15fa791d5e017f66402dc28c44480657,sao paulo,SP,8,1802.0,11.57,87.5
160851d3ece7aa1a510f8d1a4bb8a8af,garca,SP,2,102.05,5.58,100.0
16090f2ca825584b5a147ab24aa30c86,atibaia,SP,398,25579.16,9.22,89.16
160e4f13fd3a64b1b86807be88b5ffb0,colombo,PR,4,886.0,14.3,100.0
164a5a8794e6d42e14f55e447b12a3bc,guaira,PR,1,73.99,13.41,100.0
165b1235e9e9942cb5fae67103576fb0,ribeirao preto,SP,11,2085.15,7.16,93.75
165fc07beebdcb6190fba8a06db2a449,maringa,PR,50,17481.4,13.49,87.5
1660ad786c27fd935378b6192a90b417,sao bernardo do campo,SP,12,1570.0,8.91,92.31
166e8f1381e09651983c38b1f6f91c11,imbituba,SC,2,78.8,14.73,100.0
167fd940acebc789debd6eb418c46e38,franca,SP,5,1077.58,15.5,80.0
1690cada046eb7e92c12f98b1f8a8167,sao paulo,SP,10,1760.0,7.35,90.0
16bdc8cefd0e32a6f0824d296c5ad14a,sp,SP,1,41.76,9.32,100.0
1703bc09972dab9782e7a9194943b69f,minas gerais,MG,1,249.9,12.13,100.0
1710c3aaa9c6b44ec3883ee0fe300e21,sao caetano do sul,SP,2,1188.9,6.13,100.0
17306570e772e7718c92a562d33f5f1d,bariri,SP,27,8640.0,13.96,93.33
173d56ffbd4c56cb80fc3615487d712b,sao vicente,SP,2,358.0,6.84,100.0
1746c1ae87ac63d530c7c943d0ac42e2,santana de parnaiba,SP,1,229.9,23.02,100.0
1771297ac436903d1dd6b0e9279aa505,guarulhos,SP,28,2881.27,9.42,97.22
1782ce2db72c3dda627d5e7c898104e1,taboao da serra,SP,9,2010.8,27.24,90.0
17908cf9b444ee34047cadd5c0f4a516,anapolis,GO,11,1993.99,18.88,90.91
17998cf586426bf0f2c3726cb0a4b211,belo horizonte,MG,2,69.8,8.39,100.0
179d859f51292aac5c10806a356f7af9,ribeirao pires,SP,18,404.46999999999997,9.15,84.21
17a053fcb14bd219540cbde0df490be0,mogi guacu,SP,124,40353.24,11.98,91.89
17ca9b9e9b9ef8fdb529001b49ebb50f,betim,MG,115,9649.86,8.06,97.66
17e34d8224d27a541263c4c64b11a56b,riberao preto,SP,247,54440.28,14.04,91.92
17eea220a40cc0d2c0c5346379682398,sao paulo,SP,3,875.98,25.36,33.33
17f51e7198701186712e53a39c564617,sao paulo,SP,56,48019.0,22.76,91.8
180c3376aff0e43dd5788709df48a843,sao paulo,SP,5,4513.0,16.27,90.0
1835b56ce799e6a4dc4eddc053f04066,ibitinga,SP,417,33005.32,12.77,89.47
1838dd9b8977065acf51d95e0053ea7a,belo horizonte,MG,62,2750.5,12.56,95.38
184725737946a1a938bbbd1a9e978103,maua,SP,3,359.70000000000005,8.58,100.0
184a67a8f9f63234d3a92340bbdb727f,joinville,SC,7,246.29,16.16,100.0
186cdd1b2df32caa72cfb410bba768d3,rio negrinho,SC,6,1341.45,8.9,100.0
189ca3538ce9f920cacf0f982cbe223b,sao paulo,SP,4,419.0,4.78,100.0
18a349e75d307f4b4cc646a691ed4216,sao paulo,SP,109,7425.21,11.07,94.53
18e694e0e48ed6f7aa3f24aade5fd697,varzea paulista,SP,31,701.54,6.08,97.06
1900267e848ceeba8fa32d80c1a5f5a8,ibitinga,SP,406,24639.57,12.8,90.06
191d55f7edb8524d525ed01b20fe32e8,brasilia,DF,3,747.0,22.53,66.67
1927cdb9fa74f5270097f6250e8e8f34,marilia,SP,1,120.0,8.13,100.0
19484c79cef6c062cb177aa4ef2fcc3c,valinhos,SP,1,201.9,21.43,0.0
1961c3e1272bfeceb05d0b78b5bbfdaf,guarulhos,SP,2,657.0,5.43,100.0
1976a05ecf2996d6ffb7b5430e635fe7,assis,SP,8,1796.2,16.68,77.78
1987cd4be10fe09ee50454f9c354d1c6,ouro fino,MG,14,2877.7,15.74,93.75
198c7ea11960a9844b544d9bcdca860c,jacutinga,MG,25,1733.75,14.51,88.0
1996942dc085d7773ba77a529b163cd0,pradopolis,SP,9,2383.52,11.79,100.0
19a7c9f66ffa6452ff4b4c0cca71da27,itaipulandia,PR,1,279.0,25.19,100.0
19d62d484cba71963c93f0f00ab42013,gaspar,SC,1,139.9,13.95,100.0
19e0f40a907ec568c34bfac15de4f4a1,americana,SP,4,178.0,5.84,100.0
1a3df491d1c4f1589fc2b934ada68bf2,joinville,SC,160,22472.4,15.04,94.74
1a8e2d9c38b84a9702ac7922924b0573,araquari,SC,1,80.0,15.6,100.0
1a932caad4f9d804097d7f8e615baed1,sao paulo,SP,20,4661.0,8.81,86.67
1acde099eb406aa220b1169b188b42da,sao paulo,SP,9,311.1,12.42,100.0
1b0b0f4f95e962d6f32fe90c759d0479,sao paulo,SP,2,139.8,9.46,100.0
1b1ae47a313a825a7ccceb8e2e30fa9d,bocaiuva do sul,PR,10,2184.0,10.65,100.0
1b45169b635ef59425637e9a33eb5fb3,maringa,PR,7,308.9,7.77,100.0
